cityName	searchPhrase	resultNum	ypchsite	name	address1	address2	phone	website
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8032/Craniosacral-therapy/Masetto-Alessandra-4B1L5Ewa6fwMjq2JY8bJow?dwhat=massage&dwhere=zurich	Masetto Alessandra	Gemeindestrasse 26	 8032 Zürich	079 268 09 19	www.masetto.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8002/Health-and-sports-massage/Antagon-AG-Ho6iJOHIZgDMag4aJfgwjQ?dwhat=massage&dwhere=zurich	Antagon AG	Lessingstrasse 3	 8002 Zürich	043 558 14 00		
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8001/Foot-care-pedicures/Beauty-am-Bellevue-hzqvQht8wP_UAPVHGSnjQA?dwhat=massage&dwhere=zurich	Beauty am Bellevue	Waldmannstrasse 10	 8001 Zürich	044 251 86 29		
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8003/Laser-cosmetic-treatment/Body-and-Face-uXHqtOY3583o-ZlPcpdWUA?dwhat=massage&dwhere=zurich	Body and Face	Schlossgasse 22	 8003 Zürich	044 462 34 00		
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8048/Health-and-sports-massage/Massagepraxis-Hallenbad-Altstetten-dWACRCPmtYwNgd5rpC1m7g?dwhat=massage&dwhere=zurich	Massagepraxis Hallenbad Altstetten	Dachslernstrasse 35	 8048 Zürich	044 433 07 00		
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8050/Spa/MONTRA-LANNA-9JS2pDn37XARIzjNh6MwlQ?dwhat=massage&dwhere=zurich	MONTRA LANNA	Schaffhauserstrasse 308	 8050 Zürich	044 482 03 07		
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8001/Chinese-medicine-TCM/TCM-Zurich-City-Ltd-3-KUcv2lL_cr8Zcs3pnwRw?dwhat=massage&dwhere=zurich	TCM Zürich-City Ltd	Oetenbachgasse 11	 8001 Zürich	043 497 31 88		
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8002/Naturopathy/Aalegria-Ort-fur-Gesundheit-u-Wohlbefinden-Csyl5bjoswILTMcYl6kt4Q?dwhat=massage&dwhere=zurich	Aalegria Ort für Gesundheit u. Wohlbefinden	Waffenplatzstrasse 84	 8002 Zürich	043 344 53 75		
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8008/Spa/Agaligo-Spa-hajB7r4lnrPHRQizvSeTgw?dwhat=massage&dwhere=zurich	Agaligo Spa	Bellerivestrasse 15	 8008 Zürich	076 765 01 01		
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8052/Health-and-sports-massage/all-adin-OLRhE5MXTohY-IckAvgfNA?dwhat=massage&dwhere=zurich	all-adin	Hertensteinstrasse 39	 8052 Zürich	079 403 47 93		
